,OTU,Taxonomy,#SampleID,GROUP,Value
216,ASV0217,Bacteria;?;?;?;?;?,SMPL45,KRN,525
217,ASV0218,Bacteria;?;?;?;?;?,SMPL46,KRN,0
218,ASV0219,Bacteria;?;?;?;?;?,SMPL47,KRN,0
219,ASV0220,Bacteria;?;?;?;?;?,SMPL48,KLT,0
220,ASV0221,Bacteria;?;?;?;?;?,SMPL49,KLT,0
221,ASV0222,Bacteria;?;?;?;?;?,SMPL5,KLT,0
222,ASV0223,Bacteria;?;?;?;?;?,SMPL50,KLT,0
223,ASV0224,Bacteria;?;?;?;?;?,SMPL51,KRN,545
224,ASV0225,Bacteria;?;?;?;?;?,SMPL52,KLT,0
225,ASV0226,Bacteria;?;?;?;?;?,SMPL53,KRN,0
226,ASV0227,Bacteria;?;?;?;?;?,SMPL54,KLT,0
227,ASV0228,Bacteria;?;?;?;?;?,SMPL55,KRN,0
228,ASV0229,Bacteria;?;?;?;?;?,SMPL56,KLT,0
229,ASV0230,Bacteria;?;?;?;?;?,SMPL57,KLT,0
230,ASV0231,Bacteria;?;?;?;?;?,SMPL58,KRN,0
231,ASV0232,Bacteria;?;?;?;?;?,SMPL59,KRN,0
232,ASV0233,Bacteria;?;?;?;?;?,SMPL6,KRN,0
233,ASV0234,Bacteria;?;?;?;?;?,SMPL7,KRN,1
234,ASV0235,Bacteria;?;?;?;?;?,SMPL8,KRN,0
235,ASV0236,Bacteria;?;?;?;?;?,SMPL9,KLT,0
236,ASV0237,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL0,KLT,0
237,ASV0238,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL1,KRN,0
238,ASV0239,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL10,KRN,0
239,ASV0240,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL11,KLT,0
240,ASV0241,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL12,KRN,0
241,ASV0242,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL13,KLT,0
242,ASV0243,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL14,KRN,0
243,ASV0244,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL15,KRN,0
244,ASV0245,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL16,KRN,17
245,ASV0246,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL17,KLT,0
246,ASV0247,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL18,KRN,0
247,ASV0248,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL19,KRN,0
248,ASV0249,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL2,KLT,0
249,ASV0250,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL20,KLT,0
250,ASV0251,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL21,KRN,0
251,ASV0252,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL22,KLT,0
252,ASV0253,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL23,KRN,0
253,ASV0254,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL24,KLT,0
254,ASV0255,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL25,KRN,0
255,ASV0256,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL27,KRN,0
256,ASV0257,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL28,KLT,0
257,ASV0258,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL29,KLT,0
258,ASV0259,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL3,KLT,0
259,ASV0260,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL30,KLT,0
260,ASV0261,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL31,KLT,0
261,ASV0262,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL32,KRN,0
262,ASV0263,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL33,KLT,0
263,ASV0264,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL34,KRN,0
264,ASV0265,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL35,KRN,0
265,ASV0266,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL36,KRN,0
266,ASV0267,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL37,KLT,0
267,ASV0268,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL38,KLT,0
268,ASV0269,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL39,KLT,0
269,ASV0270,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL4,KLT,0
270,ASV0271,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL40,KLT,0
271,ASV0272,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL41,KRN,0
272,ASV0273,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL42,KLT,0
273,ASV0274,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL43,KLT,0
274,ASV0275,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL44,KRN,0
275,ASV0276,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL45,KRN,0
276,ASV0277,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL46,KRN,0
277,ASV0278,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL47,KRN,0
278,ASV0279,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL48,KLT,0
279,ASV0280,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL49,KLT,0
280,ASV0281,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL5,KLT,0
281,ASV0282,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL50,KLT,0
282,ASV0283,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL51,KRN,0
283,ASV0284,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL52,KLT,0
284,ASV0285,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL53,KRN,0
285,ASV0286,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL54,KLT,0
286,ASV0287,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL55,KRN,0
287,ASV0288,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL56,KLT,0
288,ASV0289,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL57,KLT,0
289,ASV0290,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL58,KRN,0
290,ASV0291,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL59,KRN,0
291,ASV0292,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL6,KRN,0
292,ASV0293,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL7,KRN,0
293,ASV0294,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL8,KRN,0
294,ASV0295,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Koribacteraceae;?,SMPL9,KLT,0
295,ASV0296,Bacteria;Acidobacteriota;?;?;?;?,SMPL0,KLT,0
296,ASV0297,Bacteria;Acidobacteriota;?;?;?;?,SMPL1,KRN,0
297,ASV0298,Bacteria;Acidobacteriota;?;?;?;?,SMPL10,KRN,0
298,ASV0299,Bacteria;Acidobacteriota;?;?;?;?,SMPL11,KLT,0
299,ASV0300,Bacteria;Acidobacteriota;?;?;?;?,SMPL12,KRN,0
300,ASV0301,Bacteria;Acidobacteriota;?;?;?;?,SMPL13,KLT,0
301,ASV0302,Bacteria;Acidobacteriota;?;?;?;?,SMPL14,KRN,0
302,ASV0303,Bacteria;Acidobacteriota;?;?;?;?,SMPL15,KRN,0
303,ASV0304,Bacteria;Acidobacteriota;?;?;?;?,SMPL16,KRN,240
304,ASV0305,Bacteria;Acidobacteriota;?;?;?;?,SMPL17,KLT,0
305,ASV0306,Bacteria;Acidobacteriota;?;?;?;?,SMPL18,KRN,0
306,ASV0307,Bacteria;Acidobacteriota;?;?;?;?,SMPL19,KRN,0
307,ASV0308,Bacteria;Acidobacteriota;?;?;?;?,SMPL2,KLT,0
308,ASV0309,Bacteria;Acidobacteriota;?;?;?;?,SMPL20,KLT,0
309,ASV0310,Bacteria;Acidobacteriota;?;?;?;?,SMPL21,KRN,0
310,ASV0311,Bacteria;Acidobacteriota;?;?;?;?,SMPL22,KLT,0
311,ASV0312,Bacteria;Acidobacteriota;?;?;?;?,SMPL23,KRN,0
312,ASV0313,Bacteria;Acidobacteriota;?;?;?;?,SMPL24,KLT,0
313,ASV0314,Bacteria;Acidobacteriota;?;?;?;?,SMPL25,KRN,0
314,ASV0315,Bacteria;Acidobacteriota;?;?;?;?,SMPL27,KRN,0
315,ASV0316,Bacteria;Acidobacteriota;?;?;?;?,SMPL28,KLT,0
316,ASV0317,Bacteria;Acidobacteriota;?;?;?;?,SMPL29,KLT,0
317,ASV0318,Bacteria;Acidobacteriota;?;?;?;?,SMPL3,KLT,0
318,ASV0319,Bacteria;Acidobacteriota;?;?;?;?,SMPL30,KLT,0
319,ASV0320,Bacteria;Acidobacteriota;?;?;?;?,SMPL31,KLT,0
320,ASV0321,Bacteria;Acidobacteriota;?;?;?;?,SMPL32,KRN,0
321,ASV0322,Bacteria;Acidobacteriota;?;?;?;?,SMPL33,KLT,0
322,ASV0323,Bacteria;Acidobacteriota;?;?;?;?,SMPL34,KRN,0
323,ASV0324,Bacteria;Acidobacteriota;?;?;?;?,SMPL35,KRN,0
324,ASV0325,Bacteria;Acidobacteriota;?;?;?;?,SMPL36,KRN,0
325,ASV0326,Bacteria;Acidobacteriota;?;?;?;?,SMPL37,KLT,0
326,ASV0327,Bacteria;Acidobacteriota;?;?;?;?,SMPL38,KLT,0
327,ASV0328,Bacteria;Acidobacteriota;?;?;?;?,SMPL39,KLT,0
328,ASV0329,Bacteria;Acidobacteriota;?;?;?;?,SMPL4,KLT,0
329,ASV0330,Bacteria;Acidobacteriota;?;?;?;?,SMPL40,KLT,0
330,ASV0331,Bacteria;Acidobacteriota;?;?;?;?,SMPL41,KRN,0
331,ASV0332,Bacteria;Acidobacteriota;?;?;?;?,SMPL42,KLT,0
332,ASV0333,Bacteria;Acidobacteriota;?;?;?;?,SMPL43,KLT,0
333,ASV0334,Bacteria;Acidobacteriota;?;?;?;?,SMPL44,KRN,0
334,ASV0335,Bacteria;Acidobacteriota;?;?;?;?,SMPL45,KRN,0
335,ASV0336,Bacteria;Acidobacteriota;?;?;?;?,SMPL46,KRN,0
336,ASV0337,Bacteria;Acidobacteriota;?;?;?;?,SMPL47,KRN,0
337,ASV0338,Bacteria;Acidobacteriota;?;?;?;?,SMPL48,KLT,0
338,ASV0339,Bacteria;Acidobacteriota;?;?;?;?,SMPL49,KLT,0
339,ASV0340,Bacteria;Acidobacteriota;?;?;?;?,SMPL5,KLT,0
340,ASV0341,Bacteria;Acidobacteriota;?;?;?;?,SMPL50,KLT,0
341,ASV0342,Bacteria;Acidobacteriota;?;?;?;?,SMPL51,KRN,0
342,ASV0343,Bacteria;Acidobacteriota;?;?;?;?,SMPL52,KLT,0
343,ASV0344,Bacteria;Acidobacteriota;?;?;?;?,SMPL53,KRN,0
344,ASV0345,Bacteria;Acidobacteriota;?;?;?;?,SMPL54,KLT,0
345,ASV0346,Bacteria;Acidobacteriota;?;?;?;?,SMPL55,KRN,0
346,ASV0347,Bacteria;Acidobacteriota;?;?;?;?,SMPL56,KLT,0
347,ASV0348,Bacteria;Acidobacteriota;?;?;?;?,SMPL57,KLT,0
348,ASV0349,Bacteria;Acidobacteriota;?;?;?;?,SMPL58,KRN,0
349,ASV0350,Bacteria;Acidobacteriota;?;?;?;?,SMPL59,KRN,0
350,ASV0351,Bacteria;Acidobacteriota;?;?;?;?,SMPL6,KRN,0
351,ASV0352,Bacteria;Acidobacteriota;?;?;?;?,SMPL7,KRN,0
352,ASV0353,Bacteria;Acidobacteriota;?;?;?;?,SMPL8,KRN,0
353,ASV0354,Bacteria;Acidobacteriota;?;?;?;?,SMPL9,KLT,0
354,ASV0355,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL0,KLT,0
355,ASV0356,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL1,KRN,0
356,ASV0357,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL10,KRN,0
357,ASV0358,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL11,KLT,0
358,ASV0359,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL12,KRN,0
359,ASV0360,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL13,KLT,0
360,ASV0361,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL14,KRN,0
361,ASV0362,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL15,KRN,0
362,ASV0363,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL16,KRN,170
363,ASV0364,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL17,KLT,0
364,ASV0365,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL18,KRN,0
365,ASV0366,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL19,KRN,0
366,ASV0367,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL2,KLT,0
367,ASV0368,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL20,KLT,0
368,ASV0369,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL21,KRN,0
369,ASV0370,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL22,KLT,0
370,ASV0371,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL23,KRN,0
371,ASV0372,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL24,KLT,0
372,ASV0373,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL25,KRN,0
373,ASV0374,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL27,KRN,0
374,ASV0375,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL28,KLT,0
375,ASV0376,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL29,KLT,0
376,ASV0377,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL3,KLT,0
377,ASV0378,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL30,KLT,0
378,ASV0379,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL31,KLT,0
379,ASV0380,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL32,KRN,0
380,ASV0381,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL33,KLT,0
381,ASV0382,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL34,KRN,0
382,ASV0383,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL35,KRN,0
383,ASV0384,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL36,KRN,0
384,ASV0385,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL37,KLT,0
385,ASV0386,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL38,KLT,0
386,ASV0387,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL39,KLT,0
387,ASV0388,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL4,KLT,0
388,ASV0389,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL40,KLT,0
389,ASV0390,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL41,KRN,0
390,ASV0391,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL42,KLT,0
391,ASV0392,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL43,KLT,0
392,ASV0393,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL44,KRN,0
393,ASV0394,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL45,KRN,0
394,ASV0395,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL46,KRN,0
395,ASV0396,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL47,KRN,0
396,ASV0397,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL48,KLT,0
397,ASV0398,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL49,KLT,0
398,ASV0399,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL5,KLT,0
399,ASV0400,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL50,KLT,0
400,ASV0401,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL51,KRN,0
401,ASV0402,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL52,KLT,0
402,ASV0403,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL53,KRN,0
403,ASV0404,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL54,KLT,0
404,ASV0405,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL55,KRN,0
405,ASV0406,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL56,KLT,0
406,ASV0407,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL57,KLT,0
407,ASV0408,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL58,KRN,0
408,ASV0409,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL59,KRN,0
409,ASV0410,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL6,KRN,0
410,ASV0411,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL7,KRN,0
411,ASV0412,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL8,KRN,0
412,ASV0413,Bacteria;Acidobacteriota;Acidobacteriae;?;?;?,SMPL9,KLT,0
413,ASV0414,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL0,KLT,0
414,ASV0415,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL1,KRN,0
415,ASV0416,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL10,KRN,0
416,ASV0417,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL11,KLT,0
417,ASV0418,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL12,KRN,0
418,ASV0419,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL13,KLT,0
419,ASV0420,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL14,KRN,0
420,ASV0421,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL15,KRN,0
421,ASV0422,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL16,KRN,219
422,ASV0423,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL17,KLT,0
423,ASV0424,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL18,KRN,0
424,ASV0425,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL19,KRN,0
425,ASV0426,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL2,KLT,0
426,ASV0427,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL20,KLT,0
427,ASV0428,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL21,KRN,0
428,ASV0429,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL22,KLT,0
429,ASV0430,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL23,KRN,0
430,ASV0431,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL24,KLT,0
431,ASV0432,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL25,KRN,0
432,ASV0433,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL27,KRN,0
433,ASV0434,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL28,KLT,0
434,ASV0435,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL29,KLT,0
435,ASV0436,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL3,KLT,0
436,ASV0437,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL30,KLT,0
437,ASV0438,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL31,KLT,0
438,ASV0439,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL32,KRN,0
439,ASV0440,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL33,KLT,0
440,ASV0441,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL34,KRN,0
441,ASV0442,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL35,KRN,0
442,ASV0443,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL36,KRN,0
443,ASV0444,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL37,KLT,0
444,ASV0445,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL38,KLT,0
445,ASV0446,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL39,KLT,0
446,ASV0447,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL4,KLT,0
447,ASV0448,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL40,KLT,0
448,ASV0449,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL41,KRN,0
449,ASV0450,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL42,KLT,0
450,ASV0451,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL43,KLT,0
451,ASV0452,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL44,KRN,0
452,ASV0453,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL45,KRN,0
453,ASV0454,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL46,KRN,0
454,ASV0455,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL47,KRN,0
455,ASV0456,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL48,KLT,0
456,ASV0457,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL49,KLT,0
457,ASV0458,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL5,KLT,0
458,ASV0459,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL50,KLT,0
459,ASV0460,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL51,KRN,0
460,ASV0461,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL52,KLT,0
461,ASV0462,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL53,KRN,0
462,ASV0463,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL54,KLT,0
463,ASV0464,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL55,KRN,0
464,ASV0465,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL56,KLT,0
465,ASV0466,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL57,KLT,0
466,ASV0467,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL58,KRN,0
467,ASV0468,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL59,KRN,0
468,ASV0469,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL6,KRN,0
469,ASV0470,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL7,KRN,0
470,ASV0471,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL8,KRN,0
471,ASV0472,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;?;?,SMPL9,KLT,0
472,ASV0473,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL0,KLT,0
473,ASV0474,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL1,KRN,0
474,ASV0475,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL10,KRN,0
475,ASV0476,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL11,KLT,0
476,ASV0477,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL12,KRN,0
477,ASV0478,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL13,KLT,0
478,ASV0479,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL14,KRN,0
479,ASV0480,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL15,KRN,0
480,ASV0481,Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);?,SMPL16,KRN,103
